_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,strain_class,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,total_counts,TX_plate_name,TX_project_name,TX_sample_name,flow_volume,well,flow_rate_uL/min,date_of_experiment,cells/mL
5e74fcffd3add00ff38d733b,sample.transcriptic.aq1dvh7dssh7ewe.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,ca7d0127c4cea6ac6f9199604eb318876f3ba4eb,"SpheroControl | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | BEAD_FLUORESCENCE",SpheroControl,Fluorescent_beads,Process,Synthetic_Complete,beta-estradiol,0.0,mM,30.0,celsius,18.0,hour,aq1dvh7dssh7ewe,27,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,f2,200,11-Dec-2019,450.0
5e6c0915e766fe93eaa73193,sample.transcriptic.aq1dvh7dst38duv.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,9ffa538a067c17e4a4ea32e949b7f17c30fc5481,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0002]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,Synthetic_Complete,beta-estradiol,0.0002,mM,30.0,celsius,18.0,hour,aq1dvh7dst38duv,3689,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,h10,200,11-Dec-2019,61483.33333
5e56eb1a7d52ef7e1cfdc983,sample.transcriptic.aq1dvh7dsrq842p.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,dff469f1b706e7f52c79b32aae1e6b3d3f88910c,"UWBF_24959 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,Synthetic_Complete,beta-estradiol,8e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsrq842p,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,22000,c8,200,11-Dec-2019,1363636.36364
5e6c0916e766fe93eaa73196,sample.transcriptic.aq1dvh7dsr67547.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,3d500e3a0450248cdbd684ec6f406dfc64a0c7aa,"UWBF_6390 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_6390,CRISPR_w303_positive_control_NOR_00_6390,Control,Synthetic_Complete,beta-estradiol,0.0,mM,30.0,celsius,18.0,hour,aq1dvh7dsr67547,25066,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,a1,200,11-Dec-2019,417766.66667
5e56eb1a7d52ef7e1cfdc986,sample.transcriptic.aq1dvh7dss2ev7y.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,0e67bd7fd77563a7c75fad681ee941fe7918b971,"UWBF_24959 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24959,CRISPR_CEN.PK2_24959,Experiment,Synthetic_Complete,beta-estradiol,0.0001,mM,30.0,celsius,18.0,hour,aq1dvh7dss2ev7y,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,36000,c9,200,11-Dec-2019,833333.33333
5e6a6d8c644e7f44df302c9c,sample.transcriptic.aq1dvh7dst38dux.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,6fda403966bf4085e7190eb0af086d295104463a,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0004]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,Synthetic_Complete,beta-estradiol,0.0004,mM,30.0,celsius,18.0,hour,aq1dvh7dst38dux,562,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,h11,200,11-Dec-2019,9366.66667
5e6c0916e766fe93eaa73199,sample.transcriptic.aq1dvh7dsr7bb8b.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,2604b8b3a7a773bd6a1094e94ca0dd0fe0d424f0,"UWBF_24926 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,Synthetic_Complete,beta-estradiol,2.5e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsr7bb8b,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,38000,a5,200,11-Dec-2019,789473.68421
5e6c0917e766fe93eaa7319c,sample.transcriptic.aq1dvh7dsrgdw9g.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,2c72edccf5806f811988efeb6dc9599ffc22c79b,"UWBF_24952 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24952,CRISPR_CEN.PK2_24952,Experiment,Synthetic_Complete,beta-estradiol,0.0001,mM,30.0,celsius,18.0,hour,aq1dvh7dsrgdw9g,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,24000,b9,200,11-Dec-2019,1250000.0
5e6c0917e766fe93eaa7319f,sample.transcriptic.aq1dvh7dsrf9q5h.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,f8fd9460b0a24cc738710cd76953e6600e9bb65e,"UWBF_24952 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24952,CRISPR_CEN.PK2_24952,Experiment,Synthetic_Complete,beta-estradiol,8e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsrf9q5h,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,29000,b8,200,11-Dec-2019,1034482.75862
5e56eb1c7d52ef7e1cfdc995,sample.transcriptic.aq1dvh7dsr7bb89.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,7e97ee1e0705c9b853815562d98a6793fa8628e4,"UWBF_24926 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,Synthetic_Complete,beta-estradiol,1e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsr7bb89,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,27000,a4,200,11-Dec-2019,1111111.11111
5e6c0918e766fe93eaa731a2,sample.transcriptic.aq1dvh7dsr8fhc9.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,9d83d9540996a7e883a00e546fcda01b894b6750,"UWBF_24926 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,Synthetic_Complete,beta-estradiol,4e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsr8fhc9,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,30000,a6,200,11-Dec-2019,1000000.0
5e6c033b90977b21964e1f5c,sample.transcriptic.aq1dvh7dsr8fhcb.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,de0edb006084f05f52a32cf4206eaf4d7f957de8,"UWBF_24926 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24926,CRISPR_CEN.PK2_24926,Experiment,Synthetic_Complete,beta-estradiol,6e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsr8fhcb,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,27000,a7,200,11-Dec-2019,1111111.11111
5e6c0919e766fe93eaa731a7,sample.transcriptic.aq1dvh7dssdsuhc.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,dfee179af3fc55b80e51073d2d9b08a1d0865747,"UWBF_25784 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [8e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,Synthetic_Complete,beta-estradiol,8e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dssdsuhc,17478,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,e8,200,11-Dec-2019,291300.0
5e56eb1e7d52ef7e1cfdc9a1,sample.transcriptic.aq1dvh7dssjbn2f.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,474fcfc9b9740af89d61a16cd5849de2a304112a,"UWBF_24962 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [1e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,Synthetic_Complete,beta-estradiol,1e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dssjbn2f,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,23000,f4,200,11-Dec-2019,1304347.82609
5e73ab591fc1a5fe22778470,sample.transcriptic.aq1dvh7dsspvejk.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,2,cc1e0ddad329819ffc0b6bbf69ea75681c729792,"UWBF_23970 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | FLOW | NO_STANDARD_TYPE",UWBF_23970,CRISPR_CEN.PK2_negative_control_23970,Control,Synthetic_Complete,beta-estradiol,0.0,mM,30.0,celsius,18.0,hour,aq1dvh7dsspvejk,755,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,g1,200,11-Dec-2019,12583.33333
5e56eb1e7d52ef7e1cfdc9a4,sample.transcriptic.aq1dvh7dssjbn2h.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,375ec71b694d976587d2cf7961114b3f989f46a4,"UWBF_24962 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [2.5e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,Synthetic_Complete,beta-estradiol,2.5e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dssjbn2h,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,28000,f5,200,11-Dec-2019,1071428.57143
5e6c091ae766fe93eaa731ad,sample.transcriptic.aq1dvh7dssex2nb.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,07fb0316fb93656e491812ca6c26d19e92a293a1,"UWBF_25784 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_25784,CRISPR_CEN.PK2_inducible_FP_25784,Control,Synthetic_Complete,beta-estradiol,0.0001,mM,30.0,celsius,18.0,hour,aq1dvh7dssex2nb,636,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,e9,200,11-Dec-2019,10600.0
5e6c021141bfc9f37abc5584,sample.transcriptic.aq1dvh7dssqzmpm.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,a1b5cd3af06e66dbe73220950b571e9c47a0482e,"UWBF_24963 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24963,CRISPR_CEN.PK2_24963,Experiment,Synthetic_Complete,beta-estradiol,4e-06,mM,30.0,celsius,18.0,hour,aq1dvh7dssqzmpm,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,g3,200,11-Dec-2019,500000.0
5e56eb1f7d52ef7e1cfdc9aa,sample.transcriptic.aq1dvh7dsskfu6h.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,96eafb18ccb05e416c189daf059b81c1ab2bcc07,"UWBF_24962 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,Synthetic_Complete,beta-estradiol,6e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsskfu6h,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,24000,f7,200,11-Dec-2019,1250000.0
5e56eb207d52ef7e1cfdc9ad,sample.transcriptic.aq1dvh7dsskfu6f.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,43807deb753187d28f24d1f4d45e08c2e36ff755,"UWBF_24962 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,Synthetic_Complete,beta-estradiol,4e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsskfu6f,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,23000,f6,200,11-Dec-2019,1304347.82609
5e6c091be766fe93eaa731b2,sample.transcriptic.aq1dvh7dst247qw.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,10b08b28dcc7c757353c0ec1d8c4271bccf422b0,"UWBF_24961 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0001]} | FLOW | NO_STANDARD_TYPE",UWBF_24961,CRISPR_CEN.PK2_24961,Experiment,Synthetic_Complete,beta-estradiol,0.0001,mM,30.0,celsius,18.0,hour,aq1dvh7dst247qw,1585,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,60000,h9,200,11-Dec-2019,26416.66667
5e73aeb3c060e58b5d7a1a29,sample.transcriptic.aq1dvh7dsss5ttp.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,17cd1b103194b520de21510e6c5f57b97cbbd6f3,"UWBF_24963 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24963,CRISPR_CEN.PK2_24963,Experiment,Synthetic_Complete,beta-estradiol,4e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsss5ttp,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,23000,g6,200,11-Dec-2019,1304347.82609
5e28f0872d29de8fff432243,sample.transcriptic.aq1dvh7dssh7ewg.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,e26b8aaecfee4aef70c9846df140edc00f3cf900,"UWBF_24962 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [4e-06]} | FLOW | NO_STANDARD_TYPE",UWBF_24962,CRISPR_CEN.PK2_24962,Experiment,Synthetic_Complete,beta-estradiol,4e-06,mM,30.0,celsius,18.0,hour,aq1dvh7dssh7ewg,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,30000,f3,200,11-Dec-2019,1000000.0
5e6c091ce766fe93eaa731b7,sample.transcriptic.aq1dvh7dsst9zxn.experiment.transcriptic.r1dvbsa7n5qwxe,YeastSTATES-CRISPR-Short-Duration-Time-Series-20191208,experiment.transcriptic.r1dvbsa7n5qwxe,transcriptic,1,783264879a8910198a083776fba3d2386a1c7126,"UWBF_24963 | 30.0 | [18.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [6e-05]} | FLOW | NO_STANDARD_TYPE",UWBF_24963,CRISPR_CEN.PK2_24963,Experiment,Synthetic_Complete,beta-estradiol,6e-05,mM,30.0,celsius,18.0,hour,aq1dvh7dsst9zxn,30000,TimeSeries-12-11-2019-Run1P1,Sytox-YeastGates,SytoxYG-Plate,21000,g7,200,11-Dec-2019,1428571.42857
